Hourly_DateTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,ZenithDeviation
2016-10-01 00:00:00,1.26,48.5,30.45,88.25,153.25,9.98,697.62
2016-10-01 01:00:00,1.27,50.42,30.44,98.92,145.18,8.06,644.5
2016-10-01 02:00:00,1.28,50.08,30.43,100.0,136.54,6.84,584.5
2016-10-01 03:00:00,1.27,50.17,30.43,100.0,132.1,5.34,524.5
2016-10-01 04:00:00,1.27,50.17,30.43,100.17,117.02,6.75,464.5
2016-10-01 05:00:00,1.28,50.0,30.44,101.0,128.62,7.68,404.5
2016-10-01 06:00:00,10.8,49.42,30.45,99.92,128.84,7.03,344.5
2016-10-01 07:00:00,137.55,51.42,30.46,100.83,108.41,5.06,284.5
2016-10-01 08:00:00,460.83,53.58,30.47,100.42,82.84,5.06,224.5
2016-10-01 09:00:00,569.09,54.67,30.48,98.33,77.27,6.28,164.5
2016-10-01 10:00:00,493.26,54.92,30.48,97.5,94.57,5.25,104.5
2016-10-01 11:00:00,960.82,57.42,30.46,96.0,78.31,7.31,44.5
2016-10-01 12:00:00,959.33,57.17,30.45,96.08,52.0,8.62,19.0
2016-10-01 13:00:00,620.27,57.0,30.43,96.25,92.73,6.37,75.5
2016-10-01 14:00:00,459.67,55.42,30.42,99.92,136.55,6.28,135.5
2016-10-01 15:00:00,305.44,54.75,30.42,101.0,106.13,6.28,195.5
2016-10-01 16:00:00,149.43,53.42,30.42,101.0,91.15,5.25,255.5
2016-10-01 17:00:00,54.67,52.5,30.44,101.25,89.17,4.5,315.5
2016-10-01 18:00:00,2.31,51.92,30.44,102.0,85.24,4.12,375.5
2016-10-01 19:00:00,1.27,51.5,30.45,102.0,103.06,6.65,435.5
2016-10-01 20:00:00,1.28,51.17,30.47,102.0,117.53,6.65,495.5
2016-10-01 21:00:00,1.28,51.17,30.47,102.0,111.1,4.59,555.5
2016-10-01 22:00:00,1.27,50.58,30.47,102.0,134.77,6.18,615.5
2016-10-01 23:00:00,1.28,50.75,30.47,101.67,133.41,6.0,675.5
2016-10-02 00:00:00,1.27,50.38,30.46,101.0,140.05,6.33,697.0
2016-10-02 01:00:00,1.27,51.0,30.45,101.0,138.47,5.62,644.5
2016-10-02 02:00:00,1.26,49.67,30.43,101.0,109.03,3.94,584.5
2016-10-02 03:00:00,1.25,49.08,30.42,101.0,121.42,4.87,524.5
2016-10-02 04:00:00,1.26,47.75,30.42,100.67,121.83,4.78,464.5
2016-10-02 05:00:00,1.24,47.58,30.43,96.67,132.37,5.9,404.5
2016-10-02 06:00:00,27.02,48.75,30.44,97.5,155.16,6.0,344.5
2016-10-02 07:00:00,242.1,52.33,30.45,99.33,118.11,4.03,284.5
2016-10-02 08:00:00,420.41,55.08,30.47,94.75,115.16,7.03,224.5
2016-10-02 09:00:00,565.54,55.33,30.48,95.67,85.13,6.28,164.5
2016-10-02 10:00:00,625.77,56.75,30.47,96.17,75.86,5.72,104.5
2016-10-02 11:00:00,783.63,57.33,30.46,96.58,83.02,6.75,44.5
2016-10-02 12:00:00,732.83,57.08,30.44,96.67,105.84,6.47,19.0
2016-10-02 13:00:00,754.75,57.58,30.43,96.25,156.05,5.72,75.5
2016-10-02 14:00:00,437.71,56.83,30.41,96.92,106.02,5.9,135.5
2016-10-02 15:00:00,323.55,55.5,30.41,99.83,99.74,5.9,195.5
2016-10-02 16:00:00,168.76,54.08,30.41,100.83,68.34,5.72,255.5
2016-10-02 17:00:00,53.55,53.42,30.41,101.08,65.24,5.62,315.5
2016-10-02 18:00:00,1.7,52.25,30.42,101.92,77.28,5.53,375.5
2016-10-02 19:00:00,1.24,52.0,30.44,102.0,85.82,4.22,435.5
2016-10-02 20:00:00,1.23,51.58,30.45,102.0,109.76,5.06,495.5
2016-10-02 21:00:00,1.23,51.0,30.46,102.0,89.16,4.96,555.5
2016-10-02 22:00:00,1.24,51.0,30.46,102.0,90.27,3.88,616.18
2016-10-02 23:00:00,1.24,50.75,30.45,102.0,99.92,4.97,675.5
2016-10-03 00:00:00,1.25,50.0,30.44,102.0,118.59,3.12,697.67
2016-10-03 01:00:00,1.23,49.75,30.44,102.0,107.76,4.12,643.5
2016-10-03 02:00:00,1.24,48.67,30.43,102.0,127.88,3.0,583.5
2016-10-03 03:00:00,1.22,47.08,30.42,101.5,133.17,4.59,523.5
2016-10-03 04:00:00,1.23,48.17,30.42,96.08,148.08,7.03,463.5
2016-10-03 05:00:00,1.22,48.08,30.42,91.33,123.67,4.03,403.5
2016-10-03 06:00:00,25.61,48.42,30.43,81.42,145.38,6.28,343.5
2016-10-03 07:00:00,173.76,50.42,30.45,85.0,131.57,6.37,283.5
2016-10-03 08:00:00,287.83,53.45,30.46,90.36,121.47,9.41,222.36
2016-10-03 09:00:00,395.99,55.33,30.47,92.33,94.88,6.0,163.5
2016-10-03 10:00:00,492.32,55.25,30.47,98.25,131.68,7.22,103.5
2016-10-03 11:00:00,305.56,54.17,30.46,100.17,60.43,6.56,43.5
2016-10-03 12:00:00,379.75,54.33,30.45,101.0,107.57,5.06,18.75
2016-10-03 13:00:00,338.23,54.0,30.43,101.0,62.96,6.75,75.27
2016-10-03 14:00:00,172.27,53.5,30.42,101.58,78.83,4.68,135.5
2016-10-03 15:00:00,189.14,53.0,30.42,102.0,100.0,6.0,195.5
2016-10-03 16:00:00,131.19,53.08,30.41,102.0,74.44,4.68,255.5
2016-10-03 17:00:00,41.92,52.25,30.42,102.0,101.81,6.09,315.5
2016-10-03 18:00:00,1.82,52.0,30.43,100.82,116.77,5.83,375.73
2016-10-03 19:00:00,1.25,52.0,30.44,98.5,129.91,5.15,435.5
2016-10-03 20:00:00,1.25,52.0,30.45,98.55,102.3,3.27,494.36
2016-10-03 21:00:00,1.28,51.67,30.46,99.5,96.47,3.0,555.5
2016-10-03 22:00:00,1.27,51.0,30.46,99.0,110.59,3.0,615.5
2016-10-03 23:00:00,1.25,51.42,30.45,96.75,124.75,6.46,675.5
2016-10-04 00:00:00,1.26,52.0,30.44,93.86,171.25,3.53,694.57
2016-10-04 01:00:00,1.24,50.25,30.43,98.83,121.34,2.81,643.5
2016-10-04 02:00:00,1.23,50.08,30.42,98.08,109.18,2.44,583.5
2016-10-04 03:00:00,1.23,49.83,30.41,98.08,129.76,3.84,523.5
2016-10-04 04:00:00,1.23,49.42,30.41,95.83,220.57,2.81,463.5
2016-10-04 05:00:00,1.23,49.0,30.42,93.0,196.13,3.68,402.82
2016-10-04 06:00:00,15.31,49.0,30.43,94.08,160.07,3.09,343.5
2016-10-04 07:00:00,106.57,50.83,30.44,95.33,181.87,2.44,283.5
2016-10-04 08:00:00,200.69,52.25,30.46,99.58,308.07,1.12,223.5
2016-10-04 09:00:00,417.19,54.42,30.47,99.83,77.66,3.28,163.5
2016-10-04 10:00:00,458.92,56.25,30.47,98.42,107.24,3.94,103.5
2016-10-04 11:00:00,200.06,55.25,30.46,100.42,60.34,5.72,43.5
2016-10-04 12:00:00,446.71,56.0,30.45,101.75,45.86,5.15,19.5
2016-10-04 13:00:00,225.13,55.5,30.43,101.42,85.39,6.84,76.5
2016-10-04 14:00:00,231.92,55.42,30.41,102.0,62.93,5.34,136.5
2016-10-04 15:00:00,103.85,54.58,30.42,102.0,105.44,4.31,196.5
2016-10-04 16:00:00,127.52,54.25,30.43,102.0,78.39,3.47,256.5
2016-10-04 17:00:00,104.15,55.17,30.44,102.0,108.48,3.19,316.5
2016-10-04 18:00:00,3.53,53.58,30.44,102.0,85.44,3.28,376.5
2016-10-04 19:00:00,1.25,52.33,30.46,102.0,112.26,4.03,436.5
2016-10-04 20:00:00,1.23,51.33,30.47,101.92,130.18,3.0,496.5
2016-10-04 21:00:00,1.23,50.75,30.48,101.0,140.73,4.87,556.5
2016-10-04 22:00:00,1.23,50.17,30.48,100.33,145.83,5.43,616.5
2016-10-04 23:00:00,1.22,50.17,30.46,99.42,141.12,4.31,676.5
2016-10-05 00:00:00,1.24,50.12,30.45,100.38,113.11,4.22,696.0
2016-10-05 01:00:00,1.24,50.42,30.44,101.75,120.88,2.81,643.5
2016-10-05 02:00:00,1.23,49.42,30.43,100.33,138.76,5.9,583.5
2016-10-05 03:00:00,1.23,49.75,30.43,99.42,143.96,4.4,523.5
2016-10-05 04:00:00,1.23,49.0,30.43,98.42,177.75,5.72,463.5
2016-10-05 05:00:00,1.24,48.0,30.43,95.75,175.72,5.06,403.5
2016-10-05 06:00:00,10.98,48.17,30.43,95.25,171.09,4.97,343.5
2016-10-05 07:00:00,174.99,51.67,30.45,99.17,143.67,7.5,283.5
2016-10-05 08:00:00,346.21,55.0,30.46,100.0,88.75,6.37,223.5
2016-10-05 09:00:00,382.2,55.0,30.47,100.92,95.43,5.53,163.5
2016-10-05 10:00:00,444.41,55.08,30.47,101.58,59.0,4.59,103.5
2016-10-05 11:00:00,696.92,56.33,30.46,101.75,114.77,5.34,43.5
2016-10-05 12:00:00,467.78,56.75,30.45,100.67,66.42,6.28,19.5
2016-10-05 13:00:00,482.17,56.5,30.44,101.08,26.52,5.16,76.5
2016-10-05 14:00:00,177.86,55.58,30.43,100.25,29.17,4.22,136.5
2016-10-05 15:00:00,178.66,54.91,30.43,101.45,32.56,3.27,198.55
2016-10-05 16:00:00,187.75,54.67,30.44,102.0,55.02,2.53,256.5
2016-10-05 17:00:00,92.84,55.73,30.45,99.45,84.29,2.45,318.09
2016-10-05 18:00:00,3.65,53.75,30.46,98.17,134.22,1.78,376.5
2016-10-05 19:00:00,1.24,52.09,30.47,99.36,128.2,2.86,437.18
2016-10-05 20:00:00,1.25,51.25,30.48,96.75,128.63,2.72,496.5
2016-10-05 21:00:00,1.24,50.92,30.49,97.08,130.84,3.93,556.5
2016-10-05 22:00:00,1.25,50.75,30.48,92.42,161.9,6.28,616.5
2016-10-05 23:00:00,1.24,50.75,30.47,89.5,139.75,4.21,676.5
2016-10-06 00:00:00,1.23,50.38,30.46,93.25,233.13,3.37,696.0
2016-10-06 01:00:00,1.23,48.42,30.45,95.42,210.18,4.59,643.5
2016-10-06 02:00:00,1.23,48.58,30.44,93.67,195.5,6.09,583.5
2016-10-06 03:00:00,1.23,47.75,30.43,92.67,195.83,5.9,523.5
2016-10-06 04:00:00,1.23,47.83,30.43,91.75,182.99,5.53,463.5
2016-10-06 05:00:00,1.22,47.0,30.44,91.25,164.86,2.15,403.5
2016-10-06 06:00:00,35.04,46.33,30.45,90.67,176.89,5.34,343.5
2016-10-06 07:00:00,144.12,49.0,30.47,91.42,175.83,3.09,283.5
2016-10-06 08:00:00,335.3,54.0,30.48,84.25,118.85,1.87,223.5
2016-10-06 09:00:00,626.51,56.75,30.49,86.25,93.76,1.78,163.5
2016-10-06 10:00:00,818.02,58.25,30.49,90.17,284.04,4.68,103.5
2016-10-06 11:00:00,406.44,58.58,30.48,88.58,257.55,6.47,43.5
2016-10-06 12:00:00,272.41,58.92,30.46,89.42,302.28,7.31,19.5
2016-10-06 13:00:00,351.87,58.67,30.44,92.75,280.43,6.65,76.5
2016-10-06 14:00:00,154.03,56.5,30.43,96.5,134.25,4.5,136.5
2016-10-06 15:00:00,62.75,54.5,30.42,99.17,54.27,3.09,196.5
2016-10-06 16:00:00,56.03,53.92,30.42,100.83,129.26,2.81,256.5
2016-10-06 17:00:00,49.59,54.0,30.43,101.0,324.25,2.72,316.5
2016-10-06 18:00:00,3.24,52.75,30.44,101.0,315.11,2.15,376.5
2016-10-06 19:00:00,1.23,51.75,30.45,101.42,123.26,1.5,436.5
2016-10-06 20:00:00,1.23,51.0,30.45,102.0,110.76,1.97,496.5
2016-10-06 21:00:00,1.23,50.0,30.46,102.0,132.09,4.4,556.5
2016-10-06 22:00:00,1.23,49.58,30.45,101.0,134.13,5.62,616.5
2016-10-06 23:00:00,1.23,49.25,30.44,100.83,154.28,6.09,676.5
2016-10-07 00:00:00,1.22,47.25,30.42,89.5,179.73,6.18,695.0
2016-10-07 01:00:00,1.22,46.25,30.41,84.33,165.56,5.43,642.5
2016-10-07 02:00:00,1.22,45.83,30.4,86.92,178.42,7.97,582.5
2016-10-07 03:00:00,1.22,46.0,30.4,82.5,180.64,7.87,522.5
2016-10-07 04:00:00,1.22,45.33,30.4,81.67,177.71,6.93,462.5
2016-10-07 05:00:00,1.22,45.0,30.4,83.25,175.77,6.84,402.5
2016-10-07 06:00:00,11.31,45.17,30.41,87.25,178.12,6.37,342.5
2016-10-07 07:00:00,220.76,49.0,30.42,88.33,167.06,3.93,282.5
2016-10-07 08:00:00,529.68,56.33,30.43,79.42,32.04,2.53,222.5
2016-10-07 09:00:00,736.16,56.5,30.44,86.83,180.51,2.81,162.5
2016-10-07 10:00:00,747.87,58.0,30.44,88.75,105.8,3.0,102.5
2016-10-07 11:00:00,683.37,58.83,30.43,89.0,150.98,4.69,42.5
2016-10-07 12:00:00,693.61,60.0,30.42,86.33,128.99,5.06,19.25
2016-10-07 13:00:00,333.13,59.17,30.4,90.08,130.94,3.84,76.5
2016-10-07 14:00:00,144.22,56.83,30.39,97.25,45.34,4.68,136.5
2016-10-07 15:00:00,88.65,55.0,30.38,100.5,44.83,3.28,196.5
2016-10-07 16:00:00,29.7,53.58,30.39,101.0,126.42,5.34,256.5
2016-10-07 17:00:00,30.49,51.33,30.4,99.42,267.48,2.9,316.5
2016-10-07 18:00:00,1.65,51.75,30.41,92.92,209.84,6.18,376.5
2016-10-07 19:00:00,1.24,51.0,30.42,99.0,114.29,3.19,436.5
2016-10-07 20:00:00,1.24,51.25,30.44,101.0,111.01,2.9,496.5
2016-10-07 21:00:00,1.23,49.33,30.44,97.33,177.17,4.4,556.5
2016-10-07 22:00:00,1.23,49.0,30.44,93.58,181.84,6.0,616.5
2016-10-07 23:00:00,1.23,48.75,30.43,92.83,152.1,4.21,676.5
2016-10-08 00:00:00,1.23,48.5,30.41,89.38,164.65,4.78,695.0
2016-10-08 01:00:00,1.25,47.92,30.4,89.75,180.14,6.0,642.5
2016-10-08 02:00:00,1.23,47.0,30.38,88.75,186.79,7.31,582.5
2016-10-08 03:00:00,1.24,47.17,30.38,86.92,164.97,5.06,522.5
2016-10-08 04:00:00,1.25,47.08,30.38,86.33,165.88,5.25,462.5
2016-10-08 05:00:00,1.24,46.67,30.38,88.0,171.29,5.44,402.5
2016-10-08 06:00:00,21.26,46.83,30.39,86.92,170.8,4.87,342.5
2016-10-08 07:00:00,126.61,48.67,30.4,86.42,164.84,5.06,282.5
2016-10-08 08:00:00,327.73,54.27,30.42,80.55,131.56,2.76,222.73
2016-10-08 09:00:00,749.87,59.67,30.43,66.33,129.87,1.87,162.5
2016-10-08 10:00:00,872.04,60.75,30.43,71.08,53.72,4.12,102.5
2016-10-08 11:00:00,831.77,61.25,30.42,71.67,24.17,5.06,42.5
2016-10-08 12:00:00,955.92,62.58,30.4,66.83,81.31,3.84,20.0
2016-10-08 13:00:00,557.69,62.75,30.39,73.5,182.16,5.34,77.5
2016-10-08 14:00:00,407.48,61.33,30.38,83.42,171.18,4.22,137.5
2016-10-08 15:00:00,327.06,60.75,30.38,88.25,332.44,7.97,197.5
2016-10-08 16:00:00,66.27,57.75,30.38,96.17,158.2,4.03,257.5
2016-10-08 17:00:00,42.36,56.75,30.38,96.42,324.55,3.93,317.5
2016-10-08 18:00:00,2.88,55.33,30.4,99.25,188.72,2.34,377.5
2016-10-08 19:00:00,1.25,53.08,30.41,98.42,159.53,3.0,437.5
2016-10-08 20:00:00,1.24,51.58,30.43,97.58,173.08,3.56,497.5
2016-10-08 21:00:00,1.24,50.67,30.43,95.25,170.67,4.68,557.5
2016-10-08 22:00:00,1.26,50.0,30.43,91.75,186.0,5.9,617.5
2016-10-08 23:00:00,1.25,50.17,30.43,88.5,190.77,7.97,677.5
2016-10-09 00:00:00,1.26,50.0,30.42,86.38,189.84,8.57,695.0
2016-10-09 01:00:00,1.24,49.91,30.41,86.91,189.57,9.3,644.55
2016-10-09 02:00:00,1.22,48.5,30.4,84.92,185.84,9.37,582.5
2016-10-09 03:00:00,1.24,48.0,30.39,81.92,186.89,11.25,522.5
2016-10-09 04:00:00,1.23,47.17,30.39,80.58,185.9,9.47,462.5
2016-10-09 05:00:00,1.23,46.91,30.4,81.82,184.08,10.02,402.27
2016-10-09 06:00:00,11.45,47.42,30.41,78.92,189.01,11.71,342.5
2016-10-09 07:00:00,217.15,51.42,30.42,75.08,194.74,7.97,282.5
2016-10-09 08:00:00,521.16,59.0,30.43,60.5,253.93,3.47,222.5
2016-10-09 09:00:00,745.64,61.5,30.44,52.33,271.26,3.37,162.5
2016-10-09 10:00:00,889.62,64.17,30.44,56.0,66.77,4.97,102.5
2016-10-09 11:00:00,980.45,64.92,30.43,58.0,83.62,4.78,42.5
2016-10-09 12:00:00,1053.05,64.64,30.42,61.64,146.79,6.03,21.36
2016-10-09 13:00:00,844.45,63.33,30.4,64.58,117.17,5.62,77.5
2016-10-09 14:00:00,632.89,63.25,30.39,67.25,109.08,5.72,137.5
2016-10-09 15:00:00,473.49,61.92,30.39,77.17,104.59,6.56,197.5
2016-10-09 16:00:00,340.1,60.42,30.39,75.42,52.13,3.94,257.5
2016-10-09 17:00:00,86.71,58.91,30.39,72.36,68.13,3.37,316.36
2016-10-09 18:00:00,1.97,54.5,30.41,82.92,119.56,2.06,377.5
2016-10-09 19:00:00,1.24,51.0,30.42,90.58,156.65,3.65,437.5
2016-10-09 20:00:00,1.24,50.0,30.44,92.64,168.48,4.19,499.09
2016-10-09 21:00:00,1.24,49.58,30.44,93.08,179.96,5.9,557.5
2016-10-09 22:00:00,1.23,50.17,30.44,87.83,187.76,7.78,617.5
2016-10-09 23:00:00,1.24,50.08,30.43,85.08,187.91,6.18,677.5
2016-10-10 00:00:00,1.24,48.14,30.42,87.86,181.0,7.07,692.57
2016-10-10 01:00:00,1.24,49.0,30.41,84.83,188.58,10.78,641.5
2016-10-10 02:00:00,1.24,49.27,30.4,81.27,194.08,9.1,580.36
2016-10-10 03:00:00,1.24,47.36,30.39,80.36,199.68,9.3,523.09
2016-10-10 04:00:00,1.23,47.0,30.39,78.33,201.28,7.5,461.5
2016-10-10 05:00:00,1.22,46.67,30.4,77.5,202.87,7.59,401.5
2016-10-10 06:00:00,10.35,46.92,30.4,75.58,194.47,9.75,341.5
2016-10-10 07:00:00,219.11,51.42,30.42,63.5,197.29,2.9,281.5
2016-10-10 08:00:00,528.54,58.75,30.43,52.08,169.24,2.25,221.5
2016-10-10 09:00:00,741.03,61.5,30.44,44.17,132.71,4.59,161.5
2016-10-10 10:00:00,875.51,62.25,30.44,49.33,90.88,6.0,101.5
2016-10-10 11:00:00,1017.84,62.75,30.43,53.0,52.23,5.62,41.5
2016-10-10 12:00:00,1017.58,62.83,30.42,62.67,71.07,5.06,19.83
2016-10-10 13:00:00,929.66,63.17,30.4,60.08,56.09,7.03,77.5
2016-10-10 14:00:00,803.14,62.82,30.39,55.91,92.96,6.65,137.27
2016-10-10 15:00:00,607.98,62.08,30.39,55.0,56.71,5.9,197.5
2016-10-10 16:00:00,368.67,60.42,30.4,57.42,34.46,4.03,257.5
2016-10-10 17:00:00,87.93,59.25,30.4,64.67,72.19,3.84,317.5
2016-10-10 18:00:00,2.17,55.25,30.4,59.33,141.67,3.18,377.5
2016-10-10 19:00:00,1.25,52.83,30.42,55.25,152.51,5.43,437.5
2016-10-10 20:00:00,1.24,50.5,30.43,57.83,129.57,4.59,497.5
2016-10-10 21:00:00,1.23,48.75,30.44,64.5,150.53,5.62,557.5
2016-10-10 22:00:00,1.23,49.67,30.43,89.92,146.84,6.18,617.5
2016-10-10 23:00:00,1.24,49.5,30.43,97.25,161.07,6.65,677.5
2016-10-11 00:00:00,1.24,51.11,30.42,99.89,155.62,5.12,695.67
2016-10-11 01:00:00,1.23,52.0,30.41,101.0,116.78,4.78,641.5
2016-10-11 02:00:00,1.25,52.0,30.4,101.0,97.21,4.09,581.27
2016-10-11 03:00:00,1.24,51.83,30.4,101.0,119.88,3.84,521.5
2016-10-11 04:00:00,1.23,51.25,30.4,101.75,126.4,5.06,461.5
2016-10-11 05:00:00,1.23,51.08,30.42,102.0,140.22,4.03,401.5
2016-10-11 06:00:00,11.9,50.0,30.43,101.33,146.88,4.87,341.5
2016-10-11 07:00:00,225.54,51.5,30.44,86.42,124.08,5.16,281.5
2016-10-11 08:00:00,530.76,57.75,30.45,67.08,67.76,3.37,221.33
2016-10-11 09:00:00,740.19,58.25,30.46,73.83,35.84,4.78,161.5
2016-10-11 10:00:00,891.46,59.08,30.45,84.33,114.81,6.56,101.5
2016-10-11 11:00:00,962.92,58.83,30.45,85.33,130.25,5.43,41.5
2016-10-11 12:00:00,935.13,59.42,30.43,83.17,119.16,6.37,19.83
2016-10-11 13:00:00,946.72,60.0,30.42,82.33,58.58,5.34,77.5
2016-10-11 14:00:00,720.26,60.25,30.41,79.42,172.08,5.9,137.5
2016-10-11 15:00:00,611.62,60.75,30.41,79.58,79.36,4.59,197.5
2016-10-11 16:00:00,350.72,60.67,30.42,79.92,32.0,5.15,257.5
2016-10-11 17:00:00,78.16,59.83,30.43,79.5,35.85,1.78,317.5
2016-10-11 18:00:00,2.05,56.67,30.44,84.92,59.26,1.59,377.5
2016-10-11 19:00:00,1.24,53.67,30.45,86.33,112.97,3.09,437.5
2016-10-11 20:00:00,1.24,52.0,30.47,84.33,155.93,4.22,497.5
2016-10-11 21:00:00,1.24,51.33,30.48,73.5,169.9,6.28,557.5
2016-10-11 22:00:00,1.24,51.0,30.47,80.25,171.99,5.9,617.5
2016-10-11 23:00:00,1.24,51.0,30.47,83.17,172.41,7.22,677.5
2016-10-12 00:00:00,1.24,49.78,30.46,86.11,181.46,5.25,695.67
2016-10-12 01:00:00,1.23,48.67,30.45,79.5,180.38,7.68,641.5
2016-10-12 02:00:00,1.24,48.0,30.44,70.91,174.64,6.54,582.18
2016-10-12 03:00:00,1.23,47.17,30.43,70.58,176.89,6.0,521.5
2016-10-12 04:00:00,1.23,47.0,30.43,70.0,174.78,7.03,461.5
2016-10-12 05:00:00,1.22,45.83,30.44,71.25,164.78,7.68,401.5
2016-10-12 06:00:00,14.85,45.42,30.46,79.17,154.74,7.87,341.5
2016-10-12 07:00:00,197.31,50.17,30.47,94.17,157.35,8.44,281.5
2016-10-12 08:00:00,388.89,55.0,30.48,93.83,107.35,5.15,221.5
2016-10-12 09:00:00,699.86,58.0,30.48,86.08,84.46,5.72,161.5
2016-10-12 10:00:00,864.3,59.75,30.48,78.42,95.11,7.03,101.5
2016-10-12 11:00:00,768.38,59.83,30.47,83.58,60.4,9.0,41.5
2016-10-12 12:00:00,800.23,57.83,30.45,93.83,98.35,6.28,20.67
2016-10-12 13:00:00,920.93,59.42,30.44,86.25,63.0,7.5,78.5
2016-10-12 14:00:00,826.06,60.0,30.43,82.0,64.94,6.47,138.5
2016-10-12 15:00:00,583.83,59.58,30.43,78.58,96.43,7.22,198.5
2016-10-12 16:00:00,337.43,58.0,30.44,84.0,53.53,5.25,258.5
2016-10-12 17:00:00,85.02,58.33,30.44,56.25,109.28,6.28,318.5
2016-10-12 18:00:00,1.97,55.83,30.45,37.5,133.71,9.28,378.5
2016-10-12 19:00:00,1.25,54.5,30.47,32.83,158.38,6.65,438.5
2016-10-12 20:00:00,1.24,53.0,30.49,35.08,156.83,8.72,498.5
2016-10-12 21:00:00,1.24,52.67,30.49,37.25,156.49,10.22,558.5
2016-10-12 22:00:00,1.24,52.25,30.5,40.83,158.88,9.93,618.5
2016-10-12 23:00:00,1.25,51.25,30.49,43.17,162.33,11.53,678.5
2016-10-13 00:00:00,1.24,51.0,30.48,43.5,160.38,11.81,696.5
2016-10-13 01:00:00,1.24,50.0,30.47,45.42,159.76,9.47,641.5
2016-10-13 02:00:00,1.23,48.42,30.46,48.25,174.3,7.22,581.5
2016-10-13 03:00:00,1.23,47.08,30.45,49.75,173.07,7.31,521.5
2016-10-13 04:00:00,1.22,47.5,30.45,47.75,173.32,7.22,461.5
2016-10-13 05:00:00,1.25,48.0,30.46,46.25,161.2,9.47,401.5
2016-10-13 06:00:00,10.57,49.17,30.46,43.0,164.74,10.78,341.5
2016-10-13 07:00:00,206.04,54.33,30.47,34.92,135.47,8.44,281.5
2016-10-13 08:00:00,531.68,60.92,30.48,27.17,89.7,5.9,221.5
2016-10-13 09:00:00,743.55,63.58,30.49,26.5,79.91,5.9,161.5
2016-10-13 10:00:00,898.23,64.92,30.49,29.83,75.41,5.53,101.5
2016-10-13 11:00:00,989.11,65.0,30.48,30.17,56.73,6.0,41.5
2016-10-13 12:00:00,1004.0,64.5,30.45,46.0,52.97,7.4,20.67
2016-10-13 13:00:00,941.2,64.25,30.44,48.17,56.25,8.06,78.5
2016-10-13 14:00:00,806.44,64.08,30.43,41.5,57.94,6.37,138.5
2016-10-13 15:00:00,611.83,65.33,30.42,34.92,97.09,5.34,198.5
2016-10-13 16:00:00,369.07,64.75,30.43,28.17,80.53,5.25,258.5
2016-10-13 17:00:00,89.87,62.36,30.44,24.27,107.83,4.5,316.0
2016-10-13 18:00:00,1.91,56.0,30.45,31.58,128.99,4.87,378.5
2016-10-13 19:00:00,1.24,53.17,30.47,31.08,138.47,4.68,438.5
2016-10-13 20:00:00,1.24,52.08,30.48,33.67,154.09,5.34,498.5
2016-10-13 21:00:00,1.24,50.75,30.49,38.33,170.58,7.22,558.5
2016-10-13 22:00:00,1.23,50.83,30.49,36.67,160.09,6.75,618.5
2016-10-13 23:00:00,1.24,51.0,30.47,37.83,162.58,9.28,678.5
2016-10-14 00:00:00,1.24,52.0,30.46,35.38,165.04,10.54,693.0
2016-10-14 01:00:00,1.24,52.0,30.45,32.42,158.16,8.62,640.5
2016-10-14 02:00:00,1.23,51.64,30.44,29.0,146.34,6.03,581.18
2016-10-14 03:00:00,1.23,49.36,30.42,32.82,136.53,5.62,519.82
